,app_id,developer,publisher,description,interface_languages,full_audio_languages,subtitles_languages,english
1863,429790,"Artix Entertainment, LLC","Artix Entertainment, LLC","The Void King is raising an army in secret. Death has chosen you as his champion to bring him down. Adventure &amp; quest alongside your friends in this bizarre cross-platform MMORPG from the creators of the original, and comically-redundantly named... AdventureQuest! Weekly releases!",['English'],['English'],[],"(6,048)"
1864,2082320,Pat Naoum,Pat Naoum Games Pty Ltd,The Master’s Pupil is a hand painted puzzle adventure game set inside Claude Monet's eyeball,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Vietnamese', 'Afrikaans', 'Albanian', 'Amharic', 'Armenian', 'Assamese', 'Azerbaijani', 'Bangla', 'Basque', 'Belarusian', 'Bosnian', 'Catalan', 'Cherokee', 'Croatian', 'Dari', 'Estonian', 'Filipino', 'Galician', 'Georgian', 'Gujarati', 'Hausa', 'Hebrew', 'Hindi', 'Icelandic', 'Igbo', 'Indonesian', 'Irish', ""K'iche'"", 'Kannada', 'Kazakh', 'Khmer', 'Kinyarwanda', 'Konkani', 'Kyrgyz', 'Latvian', 'Lithuanian', 'Luxembourgish', 'Macedonian', 'Malay', 'Malayalam', 'Maltese', 'Maori', 'Marathi', 'Mongolian', 'Nepali', 'Odia', 'Persian', 'Punjabi (Gurmukhi)', 'Punjabi (Shahmukhi)', 'Quechua', 'Scots', 'Serbian', 'Sindhi', 'Sinhala', 'Slovak', 'Slovenian', 'Sorani', 'Sotho', 'Swahili', 'Tajik', 'Tamil', 'Tatar', 'Telugu', 'Tigrinya', 'Tswana', 'Turkmen', 'Urdu', 'Uyghur', 'Uzbek', 'Valencian', 'Welsh', 'Wolof', 'Xhosa', 'Yoruba', 'Zulu']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Vietnamese', 'Afrikaans', 'Albanian', 'Amharic', 'Armenian', 'Assamese', 'Azerbaijani', 'Bangla', 'Basque', 'Belarusian', 'Bosnian', 'Catalan', 'Cherokee', 'Croatian', 'Dari', 'Estonian', 'Filipino', 'Galician', 'Georgian', 'Gujarati', 'Hausa', 'Hebrew', 'Hindi', 'Icelandic', 'Igbo', 'Indonesian', 'Irish', ""K'iche'"", 'Kannada', 'Kazakh', 'Khmer', 'Kinyarwanda', 'Konkani', 'Kyrgyz', 'Latvian', 'Lithuanian', 'Luxembourgish', 'Macedonian', 'Malay', 'Malayalam', 'Maltese', 'Maori', 'Marathi', 'Mongolian', 'Nepali', 'Odia', 'Persian', 'Punjabi (Gurmukhi)', 'Punjabi (Shahmukhi)', 'Quechua', 'Scots', 'Serbian', 'Sindhi', 'Sinhala', 'Slovak', 'Slovenian', 'Sorani', 'Sotho', 'Swahili', 'Tajik', 'Tamil', 'Tatar', 'Telugu', 'Tigrinya', 'Tswana', 'Turkmen', 'Urdu', 'Uyghur', 'Uzbek', 'Valencian', 'Welsh', 'Wolof', 'Xhosa', 'Yoruba', 'Zulu']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Vietnamese', 'Afrikaans', 'Albanian', 'Amharic', 'Armenian', 'Assamese', 'Azerbaijani', 'Bangla', 'Basque', 'Belarusian', 'Bosnian', 'Catalan', 'Cherokee', 'Croatian', 'Dari', 'Estonian', 'Filipino', 'Galician', 'Georgian', 'Gujarati', 'Hausa', 'Hebrew', 'Hindi', 'Icelandic', 'Igbo', 'Indonesian', 'Irish', ""K'iche'"", 'Kannada', 'Kazakh', 'Khmer', 'Kinyarwanda', 'Konkani', 'Kyrgyz', 'Latvian', 'Lithuanian', 'Luxembourgish', 'Macedonian', 'Malay', 'Malayalam', 'Maltese', 'Maori', 'Marathi', 'Mongolian', 'Nepali', 'Odia', 'Persian', 'Punjabi (Gurmukhi)', 'Punjabi (Shahmukhi)', 'Quechua', 'Scots', 'Serbian', 'Sindhi', 'Sinhala', 'Slovak', 'Slovenian', 'Sorani', 'Sotho', 'Swahili', 'Tajik', 'Tamil', 'Tatar', 'Telugu', 'Tigrinya', 'Tswana', 'Turkmen', 'Urdu', 'Uyghur', 'Uzbek', 'Valencian', 'Welsh', 'Wolof', 'Xhosa', 'Yoruba', 'Zulu']",(60)
1865,332310,"TT Games, Traveller's Tales",Warner Bros. Interactive Entertainment,"Experience a galaxy of Worlds made entirely from LEGO bricks. EXPLORE gigantic landscapes, DISCOVER countless surprises, and CREATE anything you can imagine by building with LEGO bricks.","['English', 'French', 'German', 'Spanish - Spain', 'Danish', 'Russian', 'Italian', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Simplified Chinese', 'Dutch', 'Traditional Chinese', 'Arabic', 'Czech', 'Hungarian', 'Korean', 'Portuguese - Portugal', 'Swedish', 'Turkish']","['English', 'French', 'German', 'Spanish - Spain', 'Danish', 'Russian', 'Italian', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Traditional Chinese', 'Arabic', 'Portuguese - Portugal']",[],"(8,442)"
1866,684450,Iceflake Studios,Paradox Interactive,"Survive and thrive in a post-apocalyptic future — resources are scarce, but opportunity calls! Build the ultimate disaster proof colony, protect your colonists, and restore civilization to a devastated world.","['English', 'French', 'German', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America']",[],[],"(2,146)"
1867,1933650,Tengsten,Kagura Games,"The Empire is finally whole after the Great Unification War, and the military is undergoing a restructuring. You are Corporal Thill, a decorated war hero begrudgingly transferred to the newly created Traffic Security Bureau to man one of its many checkpoints. Glory to the Empire!","['English', 'Japanese', 'Simplified Chinese']",[],"['English', 'Japanese', 'Simplified Chinese']",(169)
1868,601430,Tango Gameworks,Bethesda Softworks,"Detective Sebastian Castellanos has lost everything, including his daughter, Lily. To save her, he must descend into the nightmarish world of STEM. Horrifying threats emerge from every corner, and he must rely on his wits to survive. For his one chance at redemption, the only way out is in.","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Russian', 'Korean', 'Polish', 'Portuguese - Brazil', 'Traditional Chinese', 'Simplified Chinese']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Russian', 'Portuguese - Brazil']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Russian', 'Korean', 'Polish', 'Portuguese - Brazil', 'Traditional Chinese', 'Simplified Chinese']","(7,653)"
1869,743900,"CAPCOM CO., LTD","CAPCOM CO., LTD","Complete the exciting Mega Man X saga with four action-packed titles! This collection showcases the evolution of the series with Mega Man X5, Mega Man X6, Mega Man X7, and Mega Man X8. Test your skills in the new X Challenge mode, which pits players against two deadly bosses at once.","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Traditional Chinese', 'Japanese']","['English', 'Japanese']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese']",(573)
1870,1293820,Nitroplus,JAST USA,"YOU and ME and HER: A Love Story is the visual novel medium in its purest form. Will Shinichi choose Miyuki, the beautiful queen bee of the school, or the endearingly awkward misfit Aoi? With art by Tsuji Santa, these beautifully rendered romances will stay with you forever.","['English', 'Simplified Chinese']",['Japanese'],"['English', 'Simplified Chinese']","(1,087)"
1871,215100,Gravity Interactive,Gravity Interactive,"In the world of Rune Midgard, it was a time of strife between the Gods, Humans and demons...Battle weary from the long war's carnage, the factions entered into an uneasy truce. The truce grew into a fragile peace that lasted for a thousand years.",['English'],[],[],"(1,292)"
1872,425580,Fireproof Games,Fireproof Games,"Unique events transport you to the halls of a long-forgotten crypt. The only means of escape lies locked within a stone pedestal, along with a note from your mysterious ally. His words promise assistance, but only serve to entice you into a compelling world of mystery and exploration.","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil']",[],[],"(8,446)"
1873,311260,"Purple Lamp, GolemLabs",THQ Nordic,"The Guild 3 is a fascinating trade and life simulation that takes place during the late Middle Ages. Step into the shoes of a citizen, acquire businesses and mansions, produce goods and trade them, start intrigues in politics and society, love, hate, bribe, fight and live through good and bad times!","['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Russian', 'Simplified Chinese', 'Hungarian']","['English', 'German']","['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Russian', 'Simplified Chinese', 'Hungarian']","(2,501)"
1874,1963040,FunYoo Games,FunYoo Games,"Once there was a prosperous village of Martials, now none of it remains. As the son of the former Master, you will lead your followers to rebuild this village. Recruit followers and enter the mysterious illusional domain, acquire lost wonders. Will you see the rebirth of ancestors’ glory again?","['English', 'Simplified Chinese']",['Simplified Chinese'],"['English', 'Simplified Chinese']",(48)
1875,1946970,Gridpop,Gridpop,"Isle of Arrows is a Puzzle Tower Defense game in which you build a fortress in the sky. Place towers, expand the isle, and build your own paths. Can you find the perfect spot for each tile to beat the RNG and defend against waves of invaders?","['English', 'French', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Japanese']",[],[],(490)
1876,1786790,Shimobashira Workshop,Kagura Games,"Amane has always lived for herself, choosing to focus on her studies and happiness. But what will she do when given magical powers beyond human comprehension to face a horde of terrible monsters? It's time for her to become Magical Girl Celesphonia!","['English', 'Japanese', 'Simplified Chinese']",[],"['English', 'Japanese', 'Simplified Chinese']",(169)
1877,355790,Cyanide Studio,Nacon,"Styx returns in a new stealth adventure! Explore and master huge open environments, sneak past or assassinate new enemies and bosses, and experiment with the new array of lethal abilities and weapons in our goblin assassin's arsenal.","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Korean', 'Japanese']",['English'],"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Korean', 'Japanese']","(2,323)"
1878,48240,"Blue Byte, Related Designs",Ubisoft,"Build your society of the future, colonize islands, and create sprawling megacities with multitudes of buildings, vehicles, and resources to manage.","['English', 'French', 'German', 'Italian', 'Polish', 'Spanish - Spain', 'Czech', 'Russian']","['English', 'French', 'German', 'Russian']",[],"(7,055)"
1879,1649010,The Bearded Ladies,505 Games,From the creators of Mutant Year Zero: Road to Eden comes a beautifully crafted tactical adventure you won’t forget. Embark on a quest across a post-apocalyptic wasteland torn apart by a savage force known only as the ‘Miasma’.,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",['English'],"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",(464)
1880,502280,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Behold the fierce blend of &quot;Warriors&quot; and &quot;Berserk&quot;!,['English'],['Japanese'],['English'],"(1,695)"
1881,979070,DoubleMoose Games,Curve Games,Just Die Already is an old people mayhem sandbox game created by the designers of Goat Simulator. You are old and angry and you've just been kicked out of your retirement home. How will you survive in a world that wants you to Just Die Already?,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",[],"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",(945)
1882,9420,Gas Powered Games,Square Enix,"The last days of man are at hand.. Two years after the Infinite War the once great warring nations now lie in ruins, and humanity’s hope for a brighter future is nothing but a bitter memory. A new, seemingly unstoppable enemy, supported by the zealots of The Order, now seeks to eradicate mankind: UEF, Aeon Loyalist, and Cybran alike.","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Polish', 'Russian', 'Traditional Chinese']",[],[],"(7,242)"
1883,1715130,Crytek,Crytek,"The classic first person shooter from Crytek is back with the action-packed gameplay, sandbox world, and thrilling epic battles you loved the first time around – now with remastered graphics optimized for a new generation of hardware.","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Japanese', 'Polish', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Russian', 'Turkish']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Japanese', 'Polish', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish']","(1,603)"
1884,427190,Capcom,Capcom,You are Frank West. A hard-edged photojournalist hellbent on investigating the mystery at Willamette Mall. It's swarming with zombies. You have 72 hours. Chop 'till you drop!,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Russian']",['English'],"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Russian']","(3,636)"
1885,253430,DigitalDNA Games LLC,DigitalDNA Games LLC,"CastleMiner Z is an infinite world filled with deep places to explore, and horrifying monsters to slay. Build structures out of blocks, craft weapons and tools from raw materials, and explore the vast and frightening world around you.","['English', 'Italian', 'German', 'Japanese', 'Portuguese - Portugal', 'Russian']",['English'],['English'],"(7,241)"
1886,57300,Frictional Games,Frictional Games,"Amnesia: The Dark Descent, a first person survival horror. A game about immersion, discovery and living through a nightmare. An experience that will chill you to the core.","['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Russian', 'Simplified Chinese']",['English'],"['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Russian', 'Simplified Chinese']","(18,849)"
1887,978780,Marvelous Inc.,XSEED Games,Experience the joys of life on the farm in this reimagining of a timeless STORY OF SEASONS classic!,"['English', 'French', 'German', 'Spanish - Spain', 'Traditional Chinese', 'Japanese', 'Korean', 'Simplified Chinese']",[],"['English', 'French', 'German', 'Spanish - Spain', 'Traditional Chinese', 'Japanese', 'Korean', 'Simplified Chinese']","(2,873)"
1888,1918040,Milkstone Studios,Milkstone Studios,Wreak havoc on countless foes with mighty weapons and deadly spells! Enhance your skills and face even greater dangers! Army of Ruin is an auto-shooter where you become the Bullet Hell.,"['English', 'Spanish - Spain', 'German', 'French', 'Japanese', 'Simplified Chinese', 'Portuguese - Brazil', 'Dutch', 'Czech', 'Russian', 'Vietnamese', 'Italian', 'Hungarian']",[],[],(878)
1889,1694420,WinterSpring Games,WinterSpring Games,"Card Survival is a card-based survival experience. Stranded on a desert island you must use your wits and skills to stay alive. Use cards and combine them together to explore, gather resources and craft useful tools.","['English', 'Simplified Chinese', 'Spanish - Spain', 'Spanish - Latin America', 'Korean', 'German']",[],[],(423)
1890,12140,Remedy Entertainment,Rockstar Games,"Max Payne is a man with nothing to lose in the violent, cold urban night. A fugitive undercover cop framed for murder, hunted by cops and the mob, Max is a man with his back against the wall, fighting a battle he cannot hope to win. Prepare for pain…",['English'],['English'],['English'],"(6,655)"
1891,979640,Halcyon Winds,Halcyon Winds,"An unimaginable plague has been released in San Francisco, turning the population into mutated creatures hellbent on spreading the Pangu Virus. Inspired by classic RTS series Company of Heroes and World in Conflict, it is up to you to win back the city before the Pangu Virus spreads globally.","['English', 'Simplified Chinese', 'Korean', 'German', 'Japanese', 'Russian', 'Spanish - Spain', 'Portuguese - Portugal', 'French']",['English'],"['English', 'Simplified Chinese', 'Korean', 'German', 'Japanese', 'Russian', 'Spanish - Spain', 'Portuguese - Portugal', 'French']","(1,504)"
1892,790710,Wargaming Group Limited, Wargaming Group Limited,World of Warplanes is an aerial combat MMO action game set in the Golden Age of military aviation. Throwing players into a never-ending battle for dominance of the skies.,"['English', 'Russian', 'French', 'German', 'Polish', 'Czech', 'Japanese', 'Simplified Chinese', 'Italian', 'Spanish - Spain', 'Bulgarian', 'Danish', 'Dutch', 'Finnish', 'Hungarian', 'Norwegian', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Romanian', 'Spanish - Latin America', 'Swedish', 'Turkish', 'Ukrainian', 'Croatian']","['English', 'Russian', 'French', 'German', 'Polish', 'Czech', 'Japanese']",[],"(1,717)"
1893,551170,NetEase Games,NetEase Games,"Onmyoji is a turn-based fantasy strategy game with PVP or PVE battles, where you can strengthen your beloved shikigami to build your dream tactical team and defeat various demons to become the ultimate onmyoji. Cross-platform play available for both Steam and English mobile versions.",['English'],['Japanese'],['English'],"(1,620)"
1894,1198090,"Nihon Falcom, Engine Software BV, PH3 GmbH","NIS America, Inc.",The long awaited finale to the epic engulfing a continent comes to a head in the final chapter of the Trails of Cold Steel saga!,"['English', 'Japanese']","['English', 'Japanese']","['English', 'Japanese']","(1,235)"
1895,2297010,Battlefront,Slitherine Ltd.,Combat Mission Battle for Normandy faithfully recreates the experience of tactical land warfare in Western France during World War Two.,['English'],['English'],['English'],(86)
1896,335070,Virtual Racing Industries Ltd.,Virtual Racing Industries Ltd.,"VRC Pro takes you deep into the world of cutting edge, modern RC cars. You can race up to 15 different RC cars on real existing mini race tracks all around the world; all fully customizable &amp; tunable.",['English'],['English'],[],(416)
1897,1603640,Blue Brain Games,Blue Brain Games,The grand finale to The House of Da Vinci trilogy is here! Solve numerous new puzzles and mind benders and explore new mystifying locations of ravishing beauty.,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Simplified Chinese', 'Turkish', 'Russian', 'Ukrainian']","['English', 'Czech']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Simplified Chinese', 'Turkish', 'Russian', 'Ukrainian']",(287)
1898,1272010,Iron Wolf Studio S.A.,Daedalic Entertainment,Destroyer: The U-Boat Hunter brings you an authentic and historically accurate destroyer simulation along with gripping anti-submarine warfare set in the turmoils of the Atlantic Ocean during World War II.,"['English', 'Polish', 'French', 'Spanish - Spain', 'Russian', 'German', 'Traditional Chinese', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese', 'Spanish - Latin America', 'Turkish', 'Italian']",['English'],"['English', 'Polish', 'French', 'Spanish - Spain', 'Russian', 'German', 'Traditional Chinese', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese', 'Spanish - Latin America', 'Turkish', 'Italian']",(266)
1899,1481080,Nitro+CHiRAL,JAST USA,"Aoba's vibrant cyberpunk world is one of contrasts: high-tech virtual reality battles versus street gang turf wars, ultra-exclusive luxury resorts and tiny junk shops. The choices you make will shape the path of Aoba's journey into the dark secrets lurking beneath the glossy sheen of the city.","['English', 'Simplified Chinese', 'Traditional Chinese']",['Japanese'],"['English', 'Simplified Chinese', 'Traditional Chinese']","(1,027)"
1900,206440,Freebird Games,Freebird Games,A story-driven experience about two doctors traversing backwards through a dying man's memories to artificially fulfill his last wish.,"['English', 'French', 'German', 'Italian', 'Russian', 'Korean', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Turkish', 'Simplified Chinese', 'Ukrainian', 'Japanese']",[],[],"(24,009)"
1901,429660,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,"Players embark on a journey of self-discovery as they assume the role of Velvet, a young woman whose once kind demeanor has been replaced and overcome with a festering anger and hatred after a traumatic experience three years prior to the events within Tales of Berseria.","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese']","['English', 'Japanese']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese']","(7,258)"
1902,1668690,PINIX,PINIX,"A roguelike deckbuilding tactics game that combines elements from 'Slay the Spire' and 'Into the Breach'. Play as a gladiator to survive. With roguelike deckbuilding and hex-based tactics, no longer bound by simple attack and defense. Make use of dodges and knockbacks to stay alive!","['English', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Japanese', 'German', 'Spanish - Latin America', 'Russian']",[],"['English', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Japanese', 'German', 'Spanish - Latin America', 'Russian']",(864)
1903,1352080,5minlab Corp.,5minlab Corp.,"Play Smash Legends for free! Smash Legends is an exciting PVP action brawler where fairy tale Legends engage in a lively battle. Play solo or in a 3v3 team battle with your friends! Play now with Smashers from all over the world on Steam, iOS, and Android!","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Spanish - Latin America', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Thai', 'Portuguese - Portugal', 'Korean']","['English', 'Japanese', 'Korean']",[],"(1,994)"
1904,1684930,Jasozz Games,3D Realms,"Death is only the beginning. Crawl from your grave and gear up to fight your way through the ranks of a mysterious and twisted cult. You, your guns, and your dynamite will have to shoot, slide, blast, duck, dodge, and maybe throw a gib or two to survive in this old-school-inspired shooter.",['English'],['English'],[],"(3,643)"
1905,495050,"CAPCOM CO., LTD","CAPCOM CO., LTD","The Blue Bomber is back in this second collection of classic Capcom titles! Featuring faithful reproductions of Mega Man 7, 8, 9, &amp; 10, this collection is bursting with additional content, from time trials and remix challenges to a music player and an extensive gallery of rare illustrations.","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Traditional Chinese', 'Japanese']","['English', 'Japanese']","['English', 'Japanese']",(638)
1906,403120,Marmalade Game Studio Ltd,Marmalade Game Studio Ltd,"THE GAME OF LIFE showcases a beautifully rendered digital game board, cards and spinner that capture the fun of the Classic game full of adventure &amp; surprises! THE GAME OF LIFE will take players on a journey where fortunes can be won…and lost!","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']","(1,555)"
1907,217200,Team17 Digital Ltd,Team17 Digital Ltd,Those intrepid invertebrates return with a vengeance in the much-loved Worms™ Armageddon. It’s a whole new can of worms! It’s hilarious fun that you can enjoy on your own or with all your friends.,"['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Russian', 'Portuguese - Portugal', 'Dutch', 'Swedish']",['English'],[],"(4,195)"
1908,742300,"CAPCOM CO., LTD.","CAPCOM CO., LTD.","Mega Man is back! The newest entry in this iconic series blends classic, challenging 2D platforming action with a fresh new visual style. The new Double Gear system boosts Mega Man's speed and power for a new twist to the satisfying gameplay the series is known for.","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Traditional Chinese', 'Japanese', 'Simplified Chinese']","['English', 'Japanese']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Traditional Chinese', 'Japanese', 'Simplified Chinese']","(1,811)"
1909,1293180,Goose Minded,HypeTrain Digital,"A unique artist sim game with realistic paint mixing, physics and numerous painting tools. Upgrade and customize your studio, complete tasks, sell and expose art, buy instruments and get famous!","['English', 'French', 'German', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Portuguese - Brazil', 'Spanish - Latin America', 'Turkish', 'Polish']",[],"['English', 'French', 'German', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Portuguese - Brazil', 'Spanish - Latin America', 'Turkish', 'Polish']","(1,849)"
1910,589590,"Con Man Games, SmashGames",SmashGames,"Welcome to Kindergarten! Have fun trying to learn and share...and not die. That's important too. In a school that's just not quite right, it's important to be friendly...and take out those that aren't.","['English', 'Spanish - Spain']",[],[],"(5,204)"
1911,996770,"SMG Studio, Devm Games",Team17,"Moving Out is a ridiculous physics-based moving simulator that brings new meaning to &quot;couch co-op&quot;! Are you ready for an exciting career in furniture? As a newly certified Furniture Arrangement &amp; Relocation Technician, you’ll take on moving jobs all across the busy town of Packmore.","['English', 'French', 'German', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Swedish', 'Polish', 'Russian', 'Italian', 'Spanish - Spain']",['English'],"['English', 'French', 'German', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Swedish', 'Polish', 'Russian', 'Italian', 'Spanish - Spain']",(817)
1912,206420,Deep Silver Volition,Deep Silver,"Experience the insane antics of Saints Row IV. The Saints have gone from the Penthouse to the White House - but Earth has been invaded and it’s up to you to save it with an arsenal of superpowers and strange weapons, in the wildest open world game ever.","['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Polish', 'Russian', 'Japanese']",['English'],"['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Polish', 'Russian', 'Japanese']","(30,924)"
1913,246840,WildTangent,WildTangent,"Play (or Re-play) This Classic Dungeon Crawler!During the golden days of action RPGs, FATE was a powerhouse, winning runner-up for PC Magazine’s Role-Playing Game of the year. Popular enough to spawn 3 sequels, this was one of the premier dungeon crawlers of its time.",['English'],['English'],['English'],"(2,799)"
1914,571720,Ganbarion,BANDAI NAMCO Entertainment,"A remaster of the latest installment of the “Unlimited” series, with over 50 DLC’s included","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Traditional Chinese']",['Japanese'],"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Traditional Chinese']",(137)
1915,578330,Traveller's Tales,TT Games,"Join the Chase! In LEGO® CITY Undercover, play as Chase McCain, a police officer who's been tasked with going undercover to hunt down the notorious – and recently escaped – criminal Rex Fury and putting an end to his city-wide crime wave.","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Danish', 'Dutch', 'Polish', 'Portuguese - Portugal', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese', 'Japanese']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Danish', 'Dutch', 'Portuguese - Portugal', 'Russian', 'Japanese']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Danish', 'Dutch', 'Polish', 'Portuguese - Portugal', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese', 'Japanese']","(3,301)"
1916,280160,Lince Works,Lince Works,"Aragami is a third person stealth game that casts you as an undead assassin with the power to control the shadows. Teleport to any shadow, become invisible, materialize weapons or even summon a shadow dragon to infiltrate the enemy ranks and dispose of your targets.","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Hungarian', 'Russian', 'Simplified Chinese', 'Catalan']",[],"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Hungarian', 'Russian', 'Simplified Chinese', 'Catalan']","(5,248)"
1917,2392520,Eversim,Eversim,"The latest edition of the ultrarealistic world simulator where you play as the Head of State or as the opposition! New Additions: dive deeper into the war in the Ukraine with artillery, trenches, mines, troop morale, etc; detailed immigration management; the justice system; and children.","['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'Portuguese - Brazil', 'Russian']","['English', 'French', 'German', 'Spanish - Spain']","['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'Portuguese - Brazil', 'Russian']",(52)
